wort,kategorie,genus,artikel,plural,englisch,basisform,praeteritum,partizip_ii,hinweis
NachtTicket,Substantiv,n,das,NachtTickets,,,,,Zusammensetzung aus 'Nacht' + 'Ticket'
NachtStation,Substantiv,f,die,NachtStationen,,,,,Zusammensetzung aus 'Nacht' + 'Station'
NachtLeitung,Substantiv,f,die,NachtLeitungen,,,,,Zusammensetzung aus 'Nacht' + 'Leitung'
NachtLeiter,Substantiv,m,der,NachtLeiter,,,,,Zusammensetzung aus 'Nacht' + 'Leiter'
NachtLeuchte,Substantiv,f,die,NachtLeuchten,,,,,Zusammensetzung aus 'Nacht' + 'Leuchte'
NachtSchalter,Substantiv,m,der,NachtSchalter,,,,,Zusammensetzung aus 'Nacht' + 'Schalter'
NachtSensor,Substantiv,m,der,NachtSensoren,,,,,Zusammensetzung aus 'Nacht' + 'Sensor'
NachtAktuator,Substantiv,m,der,NachtAktuatoren,,,,,Zusammensetzung aus 'Nacht' + 'Aktuator'
AbendTür,Substantiv,f,die,AbendTüren,,,,,Zusammensetzung aus 'Abend' + 'Tür'
AbendDach,Substantiv,n,das,AbendDächer,,,,,Zusammensetzung aus 'Abend' + 'Dach'
AbendWand,Substantiv,f,die,AbendWände,,,,,Zusammensetzung aus 'Abend' + 'Wand'
AbendFenster,Substantiv,n,das,AbendFenster,,,,,Zusammensetzung aus 'Abend' + 'Fenster'
AbendBoden,Substantiv,m,der,AbendBöden,,,,,Zusammensetzung aus 'Abend' + 'Boden'
AbendPlan,Substantiv,m,der,AbendPläne,,,,,Zusammensetzung aus 'Abend' + 'Plan'
AbendListe,Substantiv,f,die,AbendListen,,,,,Zusammensetzung aus 'Abend' + 'Liste'
AbendBuch,Substantiv,n,das,AbendBücher,,,,,Zusammensetzung aus 'Abend' + 'Buch'
AbendSeite,Substantiv,f,die,AbendSeiten,,,,,Zusammensetzung aus 'Abend' + 'Seite'
AbendNummer,Substantiv,f,die,AbendNummern,,,,,Zusammensetzung aus 'Abend' + 'Nummer'
AbendFehler,Substantiv,m,der,AbendFehler,,,,,Zusammensetzung aus 'Abend' + 'Fehler'
AbendServer,Substantiv,m,der,AbendServer,,,,,Zusammensetzung aus 'Abend' + 'Server'
AbendClient,Substantiv,m,der,AbendClients,,,,,Zusammensetzung aus 'Abend' + 'Client'
AbendVertrag,Substantiv,m,der,AbendVerträge,,,,,Zusammensetzung aus 'Abend' + 'Vertrag'
AbendGesetz,Substantiv,n,das,AbendGesetze,,,,,Zusammensetzung aus 'Abend' + 'Gesetz'
AbendPrüfung,Substantiv,f,die,AbendPrüfungen,,,,,Zusammensetzung aus 'Abend' + 'Prüfung'
AbendReise,Substantiv,f,die,AbendReisen,,,,,Zusammensetzung aus 'Abend' + 'Reise'
AbendHafen,Substantiv,m,der,AbendHäfen,,,,,Zusammensetzung aus 'Abend' + 'Hafen'
AbendBahnhof,Substantiv,m,der,AbendBahnhöfe,,,,,Zusammensetzung aus 'Abend' + 'Bahnhof'
AbendFlughafen,Substantiv,m,der,AbendFlughäfen,,,,,Zusammensetzung aus 'Abend' + 'Flughafen'
AbendKarte,Substantiv,f,die,AbendKarten,,,,,Zusammensetzung aus 'Abend' + 'Karte'
AbendPreis,Substantiv,m,der,AbendPreise,,,,,Zusammensetzung aus 'Abend' + 'Preis'
AbendPark,Substantiv,m,der,AbendParks,,,,,Zusammensetzung aus 'Abend' + 'Park'
AbendPlatz,Substantiv,m,der,AbendPlätze,,,,,Zusammensetzung aus 'Abend' + 'Platz'
AbendStraße,Substantiv,f,die,AbendStraßen,,,,,Zusammensetzung aus 'Abend' + 'Straße'
AbendBrücke,Substantiv,f,die,AbendBrücken,,,,,Zusammensetzung aus 'Abend' + 'Brücke'
AbendTunnel,Substantiv,m,der,AbendTunnel,,,,,Zusammensetzung aus 'Abend' + 'Tunnel'
AbendZentrum,Substantiv,n,das,AbendZentren,,,,,Zusammensetzung aus 'Abend' + 'Zentrum'
AbendHaus,Substantiv,n,das,AbendHäuser,,,,,Zusammensetzung aus 'Abend' + 'Haus'
AbendWerk,Substantiv,n,das,AbendWerke,,,,,Zusammensetzung aus 'Abend' + 'Werk'
AbendTicket,Substantiv,n,das,AbendTickets,,,,,Zusammensetzung aus 'Abend' + 'Ticket'
AbendStation,Substantiv,f,die,AbendStationen,,,,,Zusammensetzung aus 'Abend' + 'Station'
AbendLeitung,Substantiv,f,die,AbendLeitungen,,,,,Zusammensetzung aus 'Abend' + 'Leitung'
AbendLeiter,Substantiv,m,der,AbendLeiter,,,,,Zusammensetzung aus 'Abend' + 'Leiter'
AbendLeuchte,Substantiv,f,die,AbendLeuchten,,,,,Zusammensetzung aus 'Abend' + 'Leuchte'
AbendSchalter,Substantiv,m,der,AbendSchalter,,,,,Zusammensetzung aus 'Abend' + 'Schalter'
AbendSensor,Substantiv,m,der,AbendSensoren,,,,,Zusammensetzung aus 'Abend' + 'Sensor'
AbendAktuator,Substantiv,m,der,AbendAktuatoren,,,,,Zusammensetzung aus 'Abend' + 'Aktuator'
MorgenTür,Substantiv,f,die,MorgenTüren,,,,,Zusammensetzung aus 'Morgen' + 'Tür'
MorgenDach,Substantiv,n,das,MorgenDächer,,,,,Zusammensetzung aus 'Morgen' + 'Dach'
MorgenWand,Substantiv,f,die,MorgenWände,,,,,Zusammensetzung aus 'Morgen' + 'Wand'
MorgenFenster,Substantiv,n,das,MorgenFenster,,,,,Zusammensetzung aus 'Morgen' + 'Fenster'
MorgenBoden,Substantiv,m,der,MorgenBöden,,,,,Zusammensetzung aus 'Morgen' + 'Boden'
MorgenPlan,Substantiv,m,der,MorgenPläne,,,,,Zusammensetzung aus 'Morgen' + 'Plan'
MorgenListe,Substantiv,f,die,MorgenListen,,,,,Zusammensetzung aus 'Morgen' + 'Liste'
MorgenBuch,Substantiv,n,das,MorgenBücher,,,,,Zusammensetzung aus 'Morgen' + 'Buch'
MorgenSeite,Substantiv,f,die,MorgenSeiten,,,,,Zusammensetzung aus 'Morgen' + 'Seite'
MorgenNummer,Substantiv,f,die,MorgenNummern,,,,,Zusammensetzung aus 'Morgen' + 'Nummer'
MorgenFehler,Substantiv,m,der,MorgenFehler,,,,,Zusammensetzung aus 'Morgen' + 'Fehler'
MorgenServer,Substantiv,m,der,MorgenServer,,,,,Zusammensetzung aus 'Morgen' + 'Server'
MorgenClient,Substantiv,m,der,MorgenClients,,,,,Zusammensetzung aus 'Morgen' + 'Client'
MorgenVertrag,Substantiv,m,der,MorgenVerträge,,,,,Zusammensetzung aus 'Morgen' + 'Vertrag'
MorgenGesetz,Substantiv,n,das,MorgenGesetze,,,,,Zusammensetzung aus 'Morgen' + 'Gesetz'
MorgenPrüfung,Substantiv,f,die,MorgenPrüfungen,,,,,Zusammensetzung aus 'Morgen' + 'Prüfung'
MorgenReise,Substantiv,f,die,MorgenReisen,,,,,Zusammensetzung aus 'Morgen' + 'Reise'
MorgenHafen,Substantiv,m,der,MorgenHäfen,,,,,Zusammensetzung aus 'Morgen' + 'Hafen'
MorgenBahnhof,Substantiv,m,der,MorgenBahnhöfe,,,,,Zusammensetzung aus 'Morgen' + 'Bahnhof'
MorgenFlughafen,Substantiv,m,der,MorgenFlughäfen,,,,,Zusammensetzung aus 'Morgen' + 'Flughafen'
MorgenKarte,Substantiv,f,die,MorgenKarten,,,,,Zusammensetzung aus 'Morgen' + 'Karte'
MorgenPreis,Substantiv,m,der,MorgenPreise,,,,,Zusammensetzung aus 'Morgen' + 'Preis'
MorgenPark,Substantiv,m,der,MorgenParks,,,,,Zusammensetzung aus 'Morgen' + 'Park'
MorgenPlatz,Substantiv,m,der,MorgenPlätze,,,,,Zusammensetzung aus 'Morgen' + 'Platz'
MorgenStraße,Substantiv,f,die,MorgenStraßen,,,,,Zusammensetzung aus 'Morgen' + 'Straße'
MorgenBrücke,Substantiv,f,die,MorgenBrücken,,,,,Zusammensetzung aus 'Morgen' + 'Brücke'
MorgenTunnel,Substantiv,m,der,MorgenTunnel,,,,,Zusammensetzung aus 'Morgen' + 'Tunnel'
MorgenZentrum,Substantiv,n,das,MorgenZentren,,,,,Zusammensetzung aus 'Morgen' + 'Zentrum'
MorgenHaus,Substantiv,n,das,MorgenHäuser,,,,,Zusammensetzung aus 'Morgen' + 'Haus'
MorgenWerk,Substantiv,n,das,MorgenWerke,,,,,Zusammensetzung aus 'Morgen' + 'Werk'
MorgenTicket,Substantiv,n,das,MorgenTickets,,,,,Zusammensetzung aus 'Morgen' + 'Ticket'
MorgenStation,Substantiv,f,die,MorgenStationen,,,,,Zusammensetzung aus 'Morgen' + 'Station'
MorgenLeitung,Substantiv,f,die,MorgenLeitungen,,,,,Zusammensetzung aus 'Morgen' + 'Leitung'
MorgenLeiter,Substantiv,m,der,MorgenLeiter,,,,,Zusammensetzung aus 'Morgen' + 'Leiter'
MorgenLeuchte,Substantiv,f,die,MorgenLeuchten,,,,,Zusammensetzung aus 'Morgen' + 'Leuchte'
MorgenSchalter,Substantiv,m,der,MorgenSchalter,,,,,Zusammensetzung aus 'Morgen' + 'Schalter'
MorgenSensor,Substantiv,m,der,MorgenSensoren,,,,,Zusammensetzung aus 'Morgen' + 'Sensor'
MorgenAktuator,Substantiv,m,der,MorgenAktuatoren,,,,,Zusammensetzung aus 'Morgen' + 'Aktuator'
ReiseTür,Substantiv,f,die,ReiseTüren,,,,,Zusammensetzung aus 'Reise' + 'Tür'
ReiseDach,Substantiv,n,das,ReiseDächer,,,,,Zusammensetzung aus 'Reise' + 'Dach'
ReiseWand,Substantiv,f,die,ReiseWände,,,,,Zusammensetzung aus 'Reise' + 'Wand'
ReiseFenster,Substantiv,n,das,ReiseFenster,,,,,Zusammensetzung aus 'Reise' + 'Fenster'
ReiseBoden,Substantiv,m,der,ReiseBöden,,,,,Zusammensetzung aus 'Reise' + 'Boden'
ReisePlan,Substantiv,m,der,ReisePläne,,,,,Zusammensetzung aus 'Reise' + 'Plan'
ReiseListe,Substantiv,f,die,ReiseListen,,,,,Zusammensetzung aus 'Reise' + 'Liste'
ReiseBuch,Substantiv,n,das,ReiseBücher,,,,,Zusammensetzung aus 'Reise' + 'Buch'
ReiseSeite,Substantiv,f,die,ReiseSeiten,,,,,Zusammensetzung aus 'Reise' + 'Seite'
ReiseNummer,Substantiv,f,die,ReiseNummern,,,,,Zusammensetzung aus 'Reise' + 'Nummer'
ReiseFehler,Substantiv,m,der,ReiseFehler,,,,,Zusammensetzung aus 'Reise' + 'Fehler'
ReiseServer,Substantiv,m,der,ReiseServer,,,,,Zusammensetzung aus 'Reise' + 'Server'
ReiseClient,Substantiv,m,der,ReiseClients,,,,,Zusammensetzung aus 'Reise' + 'Client'
ReiseVertrag,Substantiv,m,der,ReiseVerträge,,,,,Zusammensetzung aus 'Reise' + 'Vertrag'
ReiseGesetz,Substantiv,n,das,ReiseGesetze,,,,,Zusammensetzung aus 'Reise' + 'Gesetz'
ReisePrüfung,Substantiv,f,die,ReisePrüfungen,,,,,Zusammensetzung aus 'Reise' + 'Prüfung'
ReiseReise,Substantiv,f,die,ReiseReisen,,,,,Zusammensetzung aus 'Reise' + 'Reise'
ReiseHafen,Substantiv,m,der,ReiseHäfen,,,,,Zusammensetzung aus 'Reise' + 'Hafen'
ReiseBahnhof,Substantiv,m,der,ReiseBahnhöfe,,,,,Zusammensetzung aus 'Reise' + 'Bahnhof'
ReiseFlughafen,Substantiv,m,der,ReiseFlughäfen,,,,,Zusammensetzung aus 'Reise' + 'Flughafen'
ReiseKarte,Substantiv,f,die,ReiseKarten,,,,,Zusammensetzung aus 'Reise' + 'Karte'
ReisePreis,Substantiv,m,der,ReisePreise,,,,,Zusammensetzung aus 'Reise' + 'Preis'
ReisePark,Substantiv,m,der,ReiseParks,,,,,Zusammensetzung aus 'Reise' + 'Park'
ReisePlatz,Substantiv,m,der,ReisePlätze,,,,,Zusammensetzung aus 'Reise' + 'Platz'
ReiseStraße,Substantiv,f,die,ReiseStraßen,,,,,Zusammensetzung aus 'Reise' + 'Straße'
ReiseBrücke,Substantiv,f,die,ReiseBrücken,,,,,Zusammensetzung aus 'Reise' + 'Brücke'
ReiseTunnel,Substantiv,m,der,ReiseTunnel,,,,,Zusammensetzung aus 'Reise' + 'Tunnel'
ReiseZentrum,Substantiv,n,das,ReiseZentren,,,,,Zusammensetzung aus 'Reise' + 'Zentrum'
ReiseHaus,Substantiv,n,das,ReiseHäuser,,,,,Zusammensetzung aus 'Reise' + 'Haus'
ReiseWerk,Substantiv,n,das,ReiseWerke,,,,,Zusammensetzung aus 'Reise' + 'Werk'
ReiseTicket,Substantiv,n,das,ReiseTickets,,,,,Zusammensetzung aus 'Reise' + 'Ticket'
ReiseStation,Substantiv,f,die,ReiseStationen,,,,,Zusammensetzung aus 'Reise' + 'Station'
ReiseLeitung,Substantiv,f,die,ReiseLeitungen,,,,,Zusammensetzung aus 'Reise' + 'Leitung'
ReiseLeiter,Substantiv,m,der,ReiseLeiter,,,,,Zusammensetzung aus 'Reise' + 'Leiter'
ReiseLeuchte,Substantiv,f,die,ReiseLeuchten,,,,,Zusammensetzung aus 'Reise' + 'Leuchte'
ReiseSchalter,Substantiv,m,der,ReiseSchalter,,,,,Zusammensetzung aus 'Reise' + 'Schalter'
ReiseSensor,Substantiv,m,der,ReiseSensoren,,,,,Zusammensetzung aus 'Reise' + 'Sensor'
ReiseAktuator,Substantiv,m,der,ReiseAktuatoren,,,,,Zusammensetzung aus 'Reise' + 'Aktuator'
BahnTür,Substantiv,f,die,BahnTüren,,,,,Zusammensetzung aus 'Bahn' + 'Tür'
BahnDach,Substantiv,n,das,BahnDächer,,,,,Zusammensetzung aus 'Bahn' + 'Dach'
BahnWand,Substantiv,f,die,BahnWände,,,,,Zusammensetzung aus 'Bahn' + 'Wand'
BahnFenster,Substantiv,n,das,BahnFenster,,,,,Zusammensetzung aus 'Bahn' + 'Fenster'
BahnBoden,Substantiv,m,der,BahnBöden,,,,,Zusammensetzung aus 'Bahn' + 'Boden'
BahnPlan,Substantiv,m,der,BahnPläne,,,,,Zusammensetzung aus 'Bahn' + 'Plan'
BahnListe,Substantiv,f,die,BahnListen,,,,,Zusammensetzung aus 'Bahn' + 'Liste'
BahnBuch,Substantiv,n,das,BahnBücher,,,,,Zusammensetzung aus 'Bahn' + 'Buch'
BahnSeite,Substantiv,f,die,BahnSeiten,,,,,Zusammensetzung aus 'Bahn' + 'Seite'
BahnNummer,Substantiv,f,die,BahnNummern,,,,,Zusammensetzung aus 'Bahn' + 'Nummer'
BahnFehler,Substantiv,m,der,BahnFehler,,,,,Zusammensetzung aus 'Bahn' + 'Fehler'
BahnServer,Substantiv,m,der,BahnServer,,,,,Zusammensetzung aus 'Bahn' + 'Server'
BahnClient,Substantiv,m,der,BahnClients,,,,,Zusammensetzung aus 'Bahn' + 'Client'
BahnVertrag,Substantiv,m,der,BahnVerträge,,,,,Zusammensetzung aus 'Bahn' + 'Vertrag'
BahnGesetz,Substantiv,n,das,BahnGesetze,,,,,Zusammensetzung aus 'Bahn' + 'Gesetz'
BahnPrüfung,Substantiv,f,die,BahnPrüfungen,,,,,Zusammensetzung aus 'Bahn' + 'Prüfung'
BahnReise,Substantiv,f,die,BahnReisen,,,,,Zusammensetzung aus 'Bahn' + 'Reise'
BahnHafen,Substantiv,m,der,BahnHäfen,,,,,Zusammensetzung aus 'Bahn' + 'Hafen'
BahnBahnhof,Substantiv,m,der,BahnBahnhöfe,,,,,Zusammensetzung aus 'Bahn' + 'Bahnhof'
BahnFlughafen,Substantiv,m,der,BahnFlughäfen,,,,,Zusammensetzung aus 'Bahn' + 'Flughafen'
BahnKarte,Substantiv,f,die,BahnKarten,,,,,Zusammensetzung aus 'Bahn' + 'Karte'
BahnPreis,Substantiv,m,der,BahnPreise,,,,,Zusammensetzung aus 'Bahn' + 'Preis'
BahnPark,Substantiv,m,der,BahnParks,,,,,Zusammensetzung aus 'Bahn' + 'Park'
BahnPlatz,Substantiv,m,der,BahnPlätze,,,,,Zusammensetzung aus 'Bahn' + 'Platz'
BahnStraße,Substantiv,f,die,BahnStraßen,,,,,Zusammensetzung aus 'Bahn' + 'Straße'
BahnBrücke,Substantiv,f,die,BahnBrücken,,,,,Zusammensetzung aus 'Bahn' + 'Brücke'
BahnTunnel,Substantiv,m,der,BahnTunnel,,,,,Zusammensetzung aus 'Bahn' + 'Tunnel'
BahnZentrum,Substantiv,n,das,BahnZentren,,,,,Zusammensetzung aus 'Bahn' + 'Zentrum'
BahnHaus,Substantiv,n,das,BahnHäuser,,,,,Zusammensetzung aus 'Bahn' + 'Haus'
BahnWerk,Substantiv,n,das,BahnWerke,,,,,Zusammensetzung aus 'Bahn' + 'Werk'
BahnTicket,Substantiv,n,das,BahnTickets,,,,,Zusammensetzung aus 'Bahn' + 'Ticket'
BahnStation,Substantiv,f,die,BahnStationen,,,,,Zusammensetzung aus 'Bahn' + 'Station'
BahnLeitung,Substantiv,f,die,BahnLeitungen,,,,,Zusammensetzung aus 'Bahn' + 'Leitung'
BahnLeiter,Substantiv,m,der,BahnLeiter,,,,,Zusammensetzung aus 'Bahn' + 'Leiter'
BahnLeuchte,Substantiv,f,die,BahnLeuchten,,,,,Zusammensetzung aus 'Bahn' + 'Leuchte'
BahnSchalter,Substantiv,m,der,BahnSchalter,,,,,Zusammensetzung aus 'Bahn' + 'Schalter'
BahnSensor,Substantiv,m,der,BahnSensoren,,,,,Zusammensetzung aus 'Bahn' + 'Sensor'
BahnAktuator,Substantiv,m,der,BahnAktuatoren,,,,,Zusammensetzung aus 'Bahn' + 'Aktuator'
ZugTür,Substantiv,f,die,ZugTüren,,,,,Zusammensetzung aus 'Zug' + 'Tür'
ZugDach,Substantiv,n,das,ZugDächer,,,,,Zusammensetzung aus 'Zug' + 'Dach'
ZugWand,Substantiv,f,die,ZugWände,,,,,Zusammensetzung aus 'Zug' + 'Wand'
ZugFenster,Substantiv,n,das,ZugFenster,,,,,Zusammensetzung aus 'Zug' + 'Fenster'
ZugBoden,Substantiv,m,der,ZugBöden,,,,,Zusammensetzung aus 'Zug' + 'Boden'
ZugPlan,Substantiv,m,der,ZugPläne,,,,,Zusammensetzung aus 'Zug' + 'Plan'
ZugListe,Substantiv,f,die,ZugListen,,,,,Zusammensetzung aus 'Zug' + 'Liste'
ZugBuch,Substantiv,n,das,ZugBücher,,,,,Zusammensetzung aus 'Zug' + 'Buch'
ZugSeite,Substantiv,f,die,ZugSeiten,,,,,Zusammensetzung aus 'Zug' + 'Seite'
ZugNummer,Substantiv,f,die,ZugNummern,,,,,Zusammensetzung aus 'Zug' + 'Nummer'
ZugFehler,Substantiv,m,der,ZugFehler,,,,,Zusammensetzung aus 'Zug' + 'Fehler'
ZugServer,Substantiv,m,der,ZugServer,,,,,Zusammensetzung aus 'Zug' + 'Server'
ZugClient,Substantiv,m,der,ZugClients,,,,,Zusammensetzung aus 'Zug' + 'Client'
ZugVertrag,Substantiv,m,der,ZugVerträge,,,,,Zusammensetzung aus 'Zug' + 'Vertrag'
ZugGesetz,Substantiv,n,das,ZugGesetze,,,,,Zusammensetzung aus 'Zug' + 'Gesetz'
ZugPrüfung,Substantiv,f,die,ZugPrüfungen,,,,,Zusammensetzung aus 'Zug' + 'Prüfung'
ZugReise,Substantiv,f,die,ZugReisen,,,,,Zusammensetzung aus 'Zug' + 'Reise'
ZugHafen,Substantiv,m,der,ZugHäfen,,,,,Zusammensetzung aus 'Zug' + 'Hafen'
ZugBahnhof,Substantiv,m,der,ZugBahnhöfe,,,,,Zusammensetzung aus 'Zug' + 'Bahnhof'
ZugFlughafen,Substantiv,m,der,ZugFlughäfen,,,,,Zusammensetzung aus 'Zug' + 'Flughafen'
ZugKarte,Substantiv,f,die,ZugKarten,,,,,Zusammensetzung aus 'Zug' + 'Karte'
ZugPreis,Substantiv,m,der,ZugPreise,,,,,Zusammensetzung aus 'Zug' + 'Preis'
ZugPark,Substantiv,m,der,ZugParks,,,,,Zusammensetzung aus 'Zug' + 'Park'
ZugPlatz,Substantiv,m,der,ZugPlätze,,,,,Zusammensetzung aus 'Zug' + 'Platz'
ZugStraße,Substantiv,f,die,ZugStraßen,,,,,Zusammensetzung aus 'Zug' + 'Straße'
ZugBrücke,Substantiv,f,die,ZugBrücken,,,,,Zusammensetzung aus 'Zug' + 'Brücke'
ZugTunnel,Substantiv,m,der,ZugTunnel,,,,,Zusammensetzung aus 'Zug' + 'Tunnel'
ZugZentrum,Substantiv,n,das,ZugZentren,,,,,Zusammensetzung aus 'Zug' + 'Zentrum'
ZugHaus,Substantiv,n,das,ZugHäuser,,,,,Zusammensetzung aus 'Zug' + 'Haus'
ZugWerk,Substantiv,n,das,ZugWerke,,,,,Zusammensetzung aus 'Zug' + 'Werk'
ZugTicket,Substantiv,n,das,ZugTickets,,,,,Zusammensetzung aus 'Zug' + 'Ticket'
ZugStation,Substantiv,f,die,ZugStationen,,,,,Zusammensetzung aus 'Zug' + 'Station'
ZugLeitung,Substantiv,f,die,ZugLeitungen,,,,,Zusammensetzung aus 'Zug' + 'Leitung'
ZugLeiter,Substantiv,m,der,ZugLeiter,,,,,Zusammensetzung aus 'Zug' + 'Leiter'
ZugLeuchte,Substantiv,f,die,ZugLeuchten,,,,,Zusammensetzung aus 'Zug' + 'Leuchte'
ZugSchalter,Substantiv,m,der,ZugSchalter,,,,,Zusammensetzung aus 'Zug' + 'Schalter'
ZugSensor,Substantiv,m,der,ZugSensoren,,,,,Zusammensetzung aus 'Zug' + 'Sensor'
ZugAktuator,Substantiv,m,der,ZugAktuatoren,,,,,Zusammensetzung aus 'Zug' + 'Aktuator'
BusTür,Substantiv,f,die,BusTüren,,,,,Zusammensetzung aus 'Bus' + 'Tür'
BusDach,Substantiv,n,das,BusDächer,,,,,Zusammensetzung aus 'Bus' + 'Dach'
BusWand,Substantiv,f,die,BusWände,,,,,Zusammensetzung aus 'Bus' + 'Wand'
BusFenster,Substantiv,n,das,BusFenster,,,,,Zusammensetzung aus 'Bus' + 'Fenster'
BusBoden,Substantiv,m,der,BusBöden,,,,,Zusammensetzung aus 'Bus' + 'Boden'
BusPlan,Substantiv,m,der,BusPläne,,,,,Zusammensetzung aus 'Bus' + 'Plan'
BusListe,Substantiv,f,die,BusListen,,,,,Zusammensetzung aus 'Bus' + 'Liste'
BusBuch,Substantiv,n,das,BusBücher,,,,,Zusammensetzung aus 'Bus' + 'Buch'
BusSeite,Substantiv,f,die,BusSeiten,,,,,Zusammensetzung aus 'Bus' + 'Seite'
BusNummer,Substantiv,f,die,BusNummern,,,,,Zusammensetzung aus 'Bus' + 'Nummer'
BusFehler,Substantiv,m,der,BusFehler,,,,,Zusammensetzung aus 'Bus' + 'Fehler'
BusServer,Substantiv,m,der,BusServer,,,,,Zusammensetzung aus 'Bus' + 'Server'
BusClient,Substantiv,m,der,BusClients,,,,,Zusammensetzung aus 'Bus' + 'Client'
BusVertrag,Substantiv,m,der,BusVerträge,,,,,Zusammensetzung aus 'Bus' + 'Vertrag'
BusGesetz,Substantiv,n,das,BusGesetze,,,,,Zusammensetzung aus 'Bus' + 'Gesetz'
BusPrüfung,Substantiv,f,die,BusPrüfungen,,,,,Zusammensetzung aus 'Bus' + 'Prüfung'
BusReise,Substantiv,f,die,BusReisen,,,,,Zusammensetzung aus 'Bus' + 'Reise'
BusHafen,Substantiv,m,der,BusHäfen,,,,,Zusammensetzung aus 'Bus' + 'Hafen'
BusBahnhof,Substantiv,m,der,BusBahnhöfe,,,,,Zusammensetzung aus 'Bus' + 'Bahnhof'
BusFlughafen,Substantiv,m,der,BusFlughäfen,,,,,Zusammensetzung aus 'Bus' + 'Flughafen'
BusKarte,Substantiv,f,die,BusKarten,,,,,Zusammensetzung aus 'Bus' + 'Karte'
BusPreis,Substantiv,m,der,BusPreise,,,,,Zusammensetzung aus 'Bus' + 'Preis'
BusPark,Substantiv,m,der,BusParks,,,,,Zusammensetzung aus 'Bus' + 'Park'
BusPlatz,Substantiv,m,der,BusPlätze,,,,,Zusammensetzung aus 'Bus' + 'Platz'
BusStraße,Substantiv,f,die,BusStraßen,,,,,Zusammensetzung aus 'Bus' + 'Straße'
BusBrücke,Substantiv,f,die,BusBrücken,,,,,Zusammensetzung aus 'Bus' + 'Brücke'
BusTunnel,Substantiv,m,der,BusTunnel,,,,,Zusammensetzung aus 'Bus' + 'Tunnel'
BusZentrum,Substantiv,n,das,BusZentren,,,,,Zusammensetzung aus 'Bus' + 'Zentrum'
BusHaus,Substantiv,n,das,BusHäuser,,,,,Zusammensetzung aus 'Bus' + 'Haus'
BusWerk,Substantiv,n,das,BusWerke,,,,,Zusammensetzung aus 'Bus' + 'Werk'
BusTicket,Substantiv,n,das,BusTickets,,,,,Zusammensetzung aus 'Bus' + 'Ticket'
BusStation,Substantiv,f,die,BusStationen,,,,,Zusammensetzung aus 'Bus' + 'Station'
BusLeitung,Substantiv,f,die,BusLeitungen,,,,,Zusammensetzung aus 'Bus' + 'Leitung'
BusLeiter,Substantiv,m,der,BusLeiter,,,,,Zusammensetzung aus 'Bus' + 'Leiter'
BusLeuchte,Substantiv,f,die,BusLeuchten,,,,,Zusammensetzung aus 'Bus' + 'Leuchte'
BusSchalter,Substantiv,m,der,BusSchalter,,,,,Zusammensetzung aus 'Bus' + 'Schalter'
BusSensor,Substantiv,m,der,BusSensoren,,,,,Zusammensetzung aus 'Bus' + 'Sensor'
BusAktuator,Substantiv,m,der,BusAktuatoren,,,,,Zusammensetzung aus 'Bus' + 'Aktuator'
FlugTür,Substantiv,f,die,FlugTüren,,,,,Zusammensetzung aus 'Flug' + 'Tür'
FlugDach,Substantiv,n,das,FlugDächer,,,,,Zusammensetzung aus 'Flug' + 'Dach'
FlugWand,Substantiv,f,die,FlugWände,,,,,Zusammensetzung aus 'Flug' + 'Wand'
FlugFenster,Substantiv,n,das,FlugFenster,,,,,Zusammensetzung aus 'Flug' + 'Fenster'
FlugBoden,Substantiv,m,der,FlugBöden,,,,,Zusammensetzung aus 'Flug' + 'Boden'
FlugPlan,Substantiv,m,der,FlugPläne,,,,,Zusammensetzung aus 'Flug' + 'Plan'
FlugListe,Substantiv,f,die,FlugListen,,,,,Zusammensetzung aus 'Flug' + 'Liste'
FlugBuch,Substantiv,n,das,FlugBücher,,,,,Zusammensetzung aus 'Flug' + 'Buch'
FlugSeite,Substantiv,f,die,FlugSeiten,,,,,Zusammensetzung aus 'Flug' + 'Seite'
FlugNummer,Substantiv,f,die,FlugNummern,,,,,Zusammensetzung aus 'Flug' + 'Nummer'
FlugFehler,Substantiv,m,der,FlugFehler,,,,,Zusammensetzung aus 'Flug' + 'Fehler'
FlugServer,Substantiv,m,der,FlugServer,,,,,Zusammensetzung aus 'Flug' + 'Server'
FlugClient,Substantiv,m,der,FlugClients,,,,,Zusammensetzung aus 'Flug' + 'Client'
FlugVertrag,Substantiv,m,der,FlugVerträge,,,,,Zusammensetzung aus 'Flug' + 'Vertrag'
FlugGesetz,Substantiv,n,das,FlugGesetze,,,,,Zusammensetzung aus 'Flug' + 'Gesetz'
FlugPrüfung,Substantiv,f,die,FlugPrüfungen,,,,,Zusammensetzung aus 'Flug' + 'Prüfung'
FlugReise,Substantiv,f,die,FlugReisen,,,,,Zusammensetzung aus 'Flug' + 'Reise'
FlugHafen,Substantiv,m,der,FlugHäfen,,,,,Zusammensetzung aus 'Flug' + 'Hafen'
FlugBahnhof,Substantiv,m,der,FlugBahnhöfe,,,,,Zusammensetzung aus 'Flug' + 'Bahnhof'
FlugFlughafen,Substantiv,m,der,FlugFlughäfen,,,,,Zusammensetzung aus 'Flug' + 'Flughafen'
FlugKarte,Substantiv,f,die,FlugKarten,,,,,Zusammensetzung aus 'Flug' + 'Karte'
